ShipmentID,CarrierID,OriginWarehouseID,DestinationAddress,ShipDate,Status
"SHP-759","CAR-01","WH-E","Customer Address","2023-01-21","Delayed"
"SHP-760","CAR-01","WH-A","Customer Address","2022-09-12","Delivered"
"SHP-761","CAR-02","WH-N","Customer Address","2023-11-04","Delayed"
"SHP-762","CAR-01","WH-N","Customer Address","2026-05-20","Delivered"
"SHP-763","CAR-04","WH-N","Customer Address","2022-12-29","In Transit"
"SHP-764","CAR-01","WH-N","Customer Address","2023-04-18","In Transit"
"SHP-765","CAR-04","WH-E","Customer Address","2022-01-17","In Transit"
"SHP-766","CAR-04","WH-E","Customer Address","2022-10-04","Delivered"
"SHP-767","CAR-04","WH-N","Customer Address","2022-12-31","In Transit"
"SHP-768","CAR-02","WH-A","Customer Address","2023-10-02","Processing"
"SHP-769","CAR-02","WH-E","Customer Address","2025-08-21","Delivered"
"SHP-770","CAR-02","WH-N","Customer Address","2022-02-10","Delivered"
"SHP-771","CAR-04","WH-N","Customer Address","2022-10-05","Delayed"
"SHP-772","CAR-03","WH-N","Customer Address","2025-08-01","In Transit"
"SHP-773","CAR-01","WH-A","Customer Address","2024-11-02","Processing"
"SHP-774","CAR-01","WH-N","Customer Address","2024-06-30","Processing"
"SHP-775","CAR-04","WH-N","Customer Address","2026-02-03","Delayed"
"SHP-776","CAR-02","WH-A","Customer Address","2024-05-25","Delivered"
"SHP-777","CAR-02","WH-E","Customer Address","2025-08-23","Delayed"
"SHP-778","CAR-04","WH-N","Customer Address","2026-01-14","Processing"
"SHP-779","CAR-04","WH-A","Customer Address","2023-09-02","Processing"
"SHP-780","CAR-02","WH-N","Customer Address","2024-09-25","Processing"
"SHP-781","CAR-04","WH-A","Customer Address","2023-05-18","Delayed"
"SHP-782","CAR-01","WH-A","Customer Address","2024-07-21","Delivered"
"SHP-783","CAR-04","WH-N","Customer Address","2026-04-09","Delayed"
"SHP-784","CAR-03","WH-E","Customer Address","2025-01-13","Delayed"
"SHP-785","CAR-04","WH-N","Customer Address","2025-04-21","Processing"
"SHP-786","CAR-01","WH-A","Customer Address","2026-01-11","In Transit"
"SHP-787","CAR-03","WH-E","Customer Address","2024-12-30","In Transit"
"SHP-788","CAR-02","WH-A","Customer Address","2024-07-09","In Transit"
"SHP-789","CAR-02","WH-N","Customer Address","2023-10-21","Delayed"
"SHP-790","CAR-01","WH-A","Customer Address","2023-06-11","Processing"
"SHP-791","CAR-02","WH-A","Customer Address","2022-05-25","Delayed"
"SHP-792","CAR-02","WH-A","Customer Address","2022-05-07","In Transit"
"SHP-793","CAR-01","WH-E","Customer Address","2024-11-07","Delayed"
"SHP-794","CAR-04","WH-N","Customer Address","2022-08-27","Processing"
"SHP-795","CAR-02","WH-A","Customer Address","2023-09-02","Delayed"
"SHP-796","CAR-04","WH-E","Customer Address","2022-10-12","Processing"
"SHP-797","CAR-02","WH-N","Customer Address","2024-01-14","In Transit"
"SHP-798","CAR-03","WH-E","Customer Address","2023-09-04","In Transit"
"SHP-799","CAR-02","WH-N","Customer Address","2025-05-08","Delayed"
"SHP-800","CAR-02","WH-A","Customer Address","2023-12-23","Delayed"
"SHP-801","CAR-04","WH-E","Customer Address","2022-03-05","Delayed"
"SHP-802","CAR-03","WH-N","Customer Address","2024-11-18","Processing"
"SHP-803","CAR-04","WH-E","Customer Address","2023-10-30","In Transit"
"SHP-804","CAR-01","WH-N","Customer Address","2024-05-29","Delivered"
"SHP-805","CAR-03","WH-A","Customer Address","2024-11-25","In Transit"
"SHP-806","CAR-02","WH-E","Customer Address","2023-08-28","Delivered"
"SHP-807","CAR-04","WH-E","Customer Address","2023-02-18","In Transit"
"SHP-808","CAR-04","WH-E","Customer Address","2025-05-14","In Transit"
"SHP-809","CAR-03","WH-N","Customer Address","2024-04-30","Delivered"
"SHP-810","CAR-03","WH-A","Customer Address","2022-02-07","In Transit"
"SHP-811","CAR-04","WH-A","Customer Address","2025-11-13","Delayed"
"SHP-812","CAR-02","WH-A","Customer Address","2023-03-04","Delayed"
"SHP-813","CAR-01","WH-E","Customer Address","2024-06-13","Delivered"
"SHP-814","CAR-03","WH-A","Customer Address","2023-04-19","In Transit"
"SHP-815","CAR-01","WH-A","Customer Address","2023-05-27","Delivered"
"SHP-816","CAR-03","WH-N","Customer Address","2022-04-16","Delivered"
"SHP-817","CAR-02","WH-E","Customer Address","2025-07-21","Processing"
"SHP-818","CAR-04","WH-E","Customer Address","2023-01-02","Delivered"
"SHP-819","CAR-01","WH-E","Customer Address","2025-04-14","Processing"
"SHP-820","CAR-03","WH-E","Customer Address","2023-08-05","Delayed"
"SHP-821","CAR-02","WH-A","Customer Address","2022-06-26","Delayed"
"SHP-822","CAR-04","WH-E","Customer Address","2022-06-30","Delivered"
"SHP-823","CAR-02","WH-E","Customer Address","2026-01-23","Delayed"
"SHP-824","CAR-04","WH-E","Customer Address","2022-10-21","Delayed"
"SHP-825","CAR-04","WH-E","Customer Address","2024-08-10","Delivered"
"SHP-826","CAR-02","WH-N","Customer Address","2022-10-27","Delayed"
"SHP-827","CAR-03","WH-E","Customer Address","2024-08-02","Processing"
"SHP-828","CAR-02","WH-A","Customer Address","2024-08-15","Processing"
"SHP-829","CAR-02","WH-N","Customer Address","2025-09-19","Delivered"
"SHP-830","CAR-01","WH-E","Customer Address","2022-02-09","Processing"
"SHP-831","CAR-01","WH-N","Customer Address","2023-01-25","Processing"
"SHP-832","CAR-04","WH-A","Customer Address","2024-12-28","In Transit"
"SHP-833","CAR-02","WH-A","Customer Address","2024-06-15","Delayed"
"SHP-834","CAR-04","WH-E","Customer Address","2025-07-18","Processing"
"SHP-835","CAR-04","WH-N","Customer Address","2025-06-07","Delivered"
"SHP-836","CAR-01","WH-N","Customer Address","2022-11-18","Delayed"
"SHP-837","CAR-04","WH-E","Customer Address","2026-05-23","In Transit"
"SHP-838","CAR-01","WH-E","Customer Address","2025-08-16","Delivered"
"SHP-839","CAR-01","WH-E","Customer Address","2022-11-27","Processing"
"SHP-840","CAR-01","WH-A","Customer Address","2022-01-03","Delayed"
"SHP-841","CAR-02","WH-N","Customer Address","2022-10-18","Processing"
"SHP-842","CAR-02","WH-E","Customer Address","2026-02-21","Delayed"
"SHP-843","CAR-03","WH-E","Customer Address","2026-04-19","Processing"
"SHP-844","CAR-04","WH-E","Customer Address","2023-04-04","Delivered"
"SHP-845","CAR-01","WH-N","Customer Address","2024-10-26","Delayed"
"SHP-846","CAR-01","WH-N","Customer Address","2023-08-27","Processing"
"SHP-847","CAR-02","WH-N","Customer Address","2023-06-26","Delivered"
"SHP-848","CAR-04","WH-N","Customer Address","2022-03-05","Delivered"
"SHP-849","CAR-02","WH-E","Customer Address","2025-07-28","Processing"
"SHP-850","CAR-02","WH-N","Customer Address","2024-10-25","Delivered"
"SHP-851","CAR-02","WH-E","Customer Address","2022-12-12","Delivered"
"SHP-852","CAR-03","WH-A","Customer Address","2023-04-01","Delayed"
"SHP-853","CAR-02","WH-E","Customer Address","2024-10-23","Delivered"
"SHP-854","CAR-04","WH-N","Customer Address","2024-04-03","Delayed"
"SHP-855","CAR-01","WH-A","Customer Address","2024-01-09","Processing"
"SHP-856","CAR-02","WH-E","Customer Address","2023-09-19","Delayed"
"SHP-857","CAR-04","WH-E","Customer Address","2024-05-14","Processing"
"SHP-858","CAR-04","WH-N","Customer Address","2026-02-02","Delayed"
"SHP-859","CAR-02","WH-A","Customer Address","2023-06-23","Delivered"
"SHP-860","CAR-02","WH-N","Customer Address","2023-11-16","Delivered"
"SHP-861","CAR-02","WH-E","Customer Address","2024-05-16","Delivered"
"SHP-862","CAR-01","WH-E","Customer Address","2026-05-05","Delivered"
"SHP-863","CAR-03","WH-E","Customer Address","2025-12-07","Delivered"
"SHP-864","CAR-02","WH-A","Customer Address","2025-02-25","In Transit"
"SHP-865","CAR-02","WH-E","Customer Address","2024-12-29","Processing"
"SHP-866","CAR-04","WH-A","Customer Address","2024-09-04","Delivered"
"SHP-867","CAR-03","WH-A","Customer Address","2022-05-10","Delayed"
"SHP-868","CAR-02","WH-A","Customer Address","2025-12-06","In Transit"
"SHP-869","CAR-03","WH-N","Customer Address","2023-09-29","In Transit"
"SHP-870","CAR-02","WH-E","Customer Address","2024-12-02","In Transit"
"SHP-871","CAR-04","WH-A","Customer Address","2024-01-05","Delivered"
"SHP-872","CAR-02","WH-E","Customer Address","2026-01-04","Processing"
"SHP-873","CAR-04","WH-N","Customer Address","2022-09-12","Processing"
"SHP-874","CAR-03","WH-A","Customer Address","2023-03-27","Processing"
"SHP-875","CAR-03","WH-E","Customer Address","2026-02-06","Delivered"
"SHP-876","CAR-03","WH-E","Customer Address","2023-06-13","Delivered"
"SHP-877","CAR-04","WH-A","Customer Address","2022-05-16","Processing"
"SHP-878","CAR-04","WH-E","Customer Address","2025-06-18","Processing"
"SHP-879","CAR-02","WH-E","Customer Address","2024-04-29","In Transit"
"SHP-880","CAR-02","WH-A","Customer Address","2025-04-17","Delivered"
"SHP-881","CAR-04","WH-A","Customer Address","2024-10-30","In Transit"
"SHP-882","CAR-01","WH-A","Customer Address","2022-02-08","Delayed"
"SHP-883","CAR-02","WH-E","Customer Address","2026-04-28","In Transit"
"SHP-884","CAR-01","WH-E","Customer Address","2022-07-25","Processing"
"SHP-885","CAR-04","WH-N","Customer Address","2025-02-16","Delayed"
"SHP-886","CAR-01","WH-E","Customer Address","2026-05-05","Delivered"
"SHP-887","CAR-01","WH-A","Customer Address","2022-02-04","Delivered"
"SHP-888","CAR-02","WH-A","Customer Address","2024-07-03","Processing"
"SHP-889","CAR-04","WH-E","Customer Address","2023-08-03","Delivered"
"SHP-890","CAR-04","WH-N","Customer Address","2026-02-27","Delayed"
"SHP-891","CAR-02","WH-N","Customer Address","2024-01-03","Processing"
"SHP-892","CAR-02","WH-E","Customer Address","2023-06-07","Delayed"
"SHP-893","CAR-03","WH-E","Customer Address","2024-02-03","Processing"
"SHP-894","CAR-02","WH-A","Customer Address","2024-01-22","Delivered"
"SHP-895","CAR-03","WH-N","Customer Address","2022-04-23","Delayed"
"SHP-896","CAR-01","WH-A","Customer Address","2023-01-15","In Transit"
"SHP-897","CAR-03","WH-A","Customer Address","2023-02-16","Delivered"
"SHP-898","CAR-02","WH-E","Customer Address","2024-12-22","In Transit"
"SHP-899","CAR-04","WH-A","Customer Address","2025-08-15","Processing"
"SHP-900","CAR-02","WH-E","Customer Address","2025-12-17","Delayed"
"SHP-901","CAR-01","WH-A","Customer Address","2024-07-03","Delivered"
"SHP-902","CAR-02","WH-N","Customer Address","2025-10-13","In Transit"
"SHP-903","CAR-01","WH-N","Customer Address","2025-06-05","Delayed"
"SHP-904","CAR-01","WH-E","Customer Address","2022-05-02","Processing"
"SHP-905","CAR-02","WH-E","Customer Address","2022-07-20","Delayed"
"SHP-906","CAR-02","WH-A","Customer Address","2025-02-10","Processing"
"SHP-907","CAR-03","WH-A","Customer Address","2022-05-10","Delivered"
"SHP-908","CAR-02","WH-A","Customer Address","2023-04-18","Delayed"
"SHP-909","CAR-01","WH-A","Customer Address","2024-04-09","Delayed"
"SHP-910","CAR-01","WH-E","Customer Address","2023-03-24","Delayed"
"SHP-911","CAR-01","WH-A","Customer Address","2023-01-06","Delivered"
"SHP-912","CAR-02","WH-N","Customer Address","2023-11-18","Delivered"
"SHP-913","CAR-01","WH-N","Customer Address","2026-04-06","In Transit"
"SHP-914","CAR-01","WH-A","Customer Address","2022-01-28","Delayed"
"SHP-915","CAR-04","WH-N","Customer Address","2022-01-03","Delayed"
"SHP-916","CAR-04","WH-A","Customer Address","2025-06-06","Delivered"
"SHP-917","CAR-01","WH-E","Customer Address","2022-03-13","Processing"
"SHP-918","CAR-01","WH-A","Customer Address","2025-08-30","Processing"
"SHP-919","CAR-02","WH-N","Customer Address","2024-05-23","Processing"
"SHP-920","CAR-04","WH-N","Customer Address","2026-01-20","Processing"
"SHP-921","CAR-03","WH-E","Customer Address","2023-05-31","Delivered"
"SHP-922","CAR-02","WH-E","Customer Address","2023-01-31","Delayed"
"SHP-923","CAR-02","WH-A","Customer Address","2022-07-01","Delayed"
"SHP-924","CAR-02","WH-E","Customer Address","2024-12-20","Delivered"
"SHP-925","CAR-03","WH-E","Customer Address","2023-08-10","In Transit"
"SHP-926","CAR-02","WH-A","Customer Address","2025-09-29","Delivered"
"SHP-927","CAR-02","WH-N","Customer Address","2024-12-13","Processing"
"SHP-928","CAR-03","WH-N","Customer Address","2023-10-07","Delayed"
"SHP-929","CAR-02","WH-A","Customer Address","2023-11-25","In Transit"
"SHP-930","CAR-02","WH-A","Customer Address","2024-10-06","Delivered"
"SHP-931","CAR-02","WH-N","Customer Address","2026-02-02","In Transit"
"SHP-932","CAR-01","WH-A","Customer Address","2022-09-26","Delayed"
"SHP-933","CAR-02","WH-N","Customer Address","2022-01-14","In Transit"
"SHP-934","CAR-03","WH-E","Customer Address","2023-08-04","In Transit"
"SHP-935","CAR-01","WH-E","Customer Address","2025-10-01","Delivered"
"SHP-936","CAR-01","WH-N","Customer Address","2024-04-01","Processing"
"SHP-937","CAR-04","WH-N","Customer Address","2026-04-02","Processing"
"SHP-938","CAR-01","WH-E","Customer Address","2023-11-20","Processing"
"SHP-939","CAR-01","WH-N","Customer Address","2022-06-16","Processing"
"SHP-940","CAR-01","WH-E","Customer Address","2026-01-30","Delayed"
"SHP-941","CAR-03","WH-E","Customer Address","2026-02-18","Delayed"
"SHP-942","CAR-04","WH-E","Customer Address","2025-01-15","Processing"
"SHP-943","CAR-02","WH-E","Customer Address","2025-06-19","Delivered"
"SHP-944","CAR-04","WH-E","Customer Address","2025-12-09","In Transit"
"SHP-945","CAR-02","WH-E","Customer Address","2023-03-11","Delayed"
"SHP-946","CAR-03","WH-N","Customer Address","2023-12-18","Delayed"
"SHP-947","CAR-03","WH-A","Customer Address","2025-06-12","Delivered"
"SHP-948","CAR-01","WH-E","Customer Address","2023-08-09","In Transit"
"SHP-949","CAR-04","WH-N","Customer Address","2025-01-21","Delivered"
"SHP-950","CAR-02","WH-N","Customer Address","2024-03-04","Delivered"
"SHP-951","CAR-01","WH-N","Customer Address","2024-06-13","Delivered"
"SHP-952","CAR-04","WH-N","Customer Address","2024-02-26","Processing"
"SHP-953","CAR-01","WH-A","Customer Address","2022-02-14","Delayed"
"SHP-954","CAR-01","WH-E","Customer Address","2024-11-12","In Transit"
"SHP-955","CAR-04","WH-N","Customer Address","2025-01-15","Processing"
"SHP-956","CAR-03","WH-N","Customer Address","2022-12-31","Delayed"
"SHP-957","CAR-04","WH-A","Customer Address","2024-08-09","In Transit"
"SHP-958","CAR-04","WH-E","Customer Address","2023-10-08","In Transit"
"SHP-959","CAR-04","WH-A","Customer Address","2023-12-11","In Transit"
"SHP-960","CAR-02","WH-N","Customer Address","2022-06-30","Processing"
"SHP-961","CAR-04","WH-N","Customer Address","2024-09-27","Delivered"
"SHP-962","CAR-04","WH-E","Customer Address","2024-01-02","Processing"
"SHP-963","CAR-03","WH-A","Customer Address","2023-06-09","Delivered"
"SHP-964","CAR-02","WH-A","Customer Address","2025-05-12","Delayed"
"SHP-965","CAR-02","WH-A","Customer Address","2024-10-26","In Transit"
"SHP-966","CAR-04","WH-N","Customer Address","2024-07-14","Processing"
"SHP-967","CAR-02","WH-A","Customer Address","2023-06-07","In Transit"
"SHP-968","CAR-02","WH-E","Customer Address","2022-08-17","Delayed"
"SHP-969","CAR-04","WH-N","Customer Address","2025-06-28","In Transit"
"SHP-970","CAR-03","WH-E","Customer Address","2023-06-14","Delivered"
"SHP-971","CAR-01","WH-E","Customer Address","2025-05-15","Delivered"
"SHP-972","CAR-02","WH-N","Customer Address","2024-06-07","Processing"
"SHP-973","CAR-02","WH-E","Customer Address","2024-09-30","Processing"
"SHP-974","CAR-03","WH-E","Customer Address","2022-01-20","Processing"
"SHP-975","CAR-04","WH-N","Customer Address","2024-03-26","Processing"
"SHP-976","CAR-03","WH-N","Customer Address","2026-02-18","Processing"
"SHP-977","CAR-02","WH-N","Customer Address","2024-08-17","Processing"
"SHP-978","CAR-01","WH-A","Customer Address","2023-06-07","Delivered"
"SHP-979","CAR-02","WH-A","Customer Address","2025-03-13","Delivered"
"SHP-980","CAR-03","WH-E","Customer Address","2025-05-17","Delivered"
"SHP-981","CAR-04","WH-E","Customer Address","2025-12-10","In Transit"
"SHP-982","CAR-01","WH-A","Customer Address","2022-10-07","Delayed"
"SHP-983","CAR-01","WH-E","Customer Address","2023-10-01","Processing"
"SHP-984","CAR-01","WH-N","Customer Address","2022-04-03","Delivered"
"SHP-985","CAR-03","WH-A","Customer Address","2022-01-13","Delayed"
"SHP-986","CAR-02","WH-A","Customer Address","2026-04-03","In Transit"
"SHP-987","CAR-02","WH-E","Customer Address","2023-11-02","Processing"
"SHP-988","CAR-02","WH-E","Customer Address","2022-09-03","Delayed"
"SHP-989","CAR-02","WH-A","Customer Address","2025-05-23","Delayed"
"SHP-990","CAR-01","WH-A","Customer Address","2024-01-29","In Transit"
"SHP-991","CAR-02","WH-A","Customer Address","2025-09-17","In Transit"
"SHP-992","CAR-01","WH-N","Customer Address","2022-04-28","Delayed"
"SHP-993","CAR-03","WH-A","Customer Address","2026-05-22","In Transit"
"SHP-994","CAR-04","WH-E","Customer Address","2025-03-03","Processing"
"SHP-995","CAR-03","WH-E","Customer Address","2023-07-11","Delivered"
"SHP-996","CAR-02","WH-E","Customer Address","2025-06-06","Processing"
"SHP-997","CAR-02","WH-N","Customer Address","2023-05-14","Processing"
"SHP-998","CAR-02","WH-E","Customer Address","2025-08-09","Delivered"
"SHP-999","CAR-02","WH-A","Customer Address","2023-05-27","Delayed"
"SHP-1000","CAR-02","WH-A","Customer Address","2024-03-30","Delivered"
